5 1.67 0.42
6 1.60 0.33
7 1.47 0.23
8 1.66 0.22
9 1.52 0.21
10 1.71 0.19
11 1.54 0.14
12 1.47 0.16
13 1.45 0.12
14 1.41 0.25
15 1.49 0.18
