5 1.05 0.15
6 1.07 0.13
7 1.03 0.10
8 1.00 0.00
9 1.00 0.00
10 1.09 0.16
11 1.05 0.11
12 1.06 0.11
13 1.05 0.10
14 1.01 0.04
15 1.06 0.06
