5 3.96 1.27
6 5.04 1.16
7 7.40 2.96
8 8.19 2.08
9 9.38 3.31
10 10.00 2.33
11 8.27 3.67
12 7.12 4.54
13 8.15 4.90
14 8.66 5.93
15 10.43 6.34
