5 7.03 3.35
6 8.07 3.37
7 9.73 4.09
8 9.98 2.94
9 10.42 3.12
10 10.50 3.17
11 7.33 4.06
12 4.23 3.29
13 6.34 4.92
14 6.67 5.90
15 6.50 5.40
