5 9.63 8.21
6 11.52 3.97
7 13.71 3.10
8 16.25 2.89
9 18.15 2.45
10 21.46 2.03
11 17.95 8.89
12 13.63 5.63
13 17.68 10.08
14 17.78 11.14
15 21.76 11.97
