5 4.74 2.28
6 6.60 2.31
7 9.28 2.00
8 10.71 2.49
9 13.38 3.32
10 13.78 3.21
11 11.61 5.11
12 12.43 6.64
13 13.62 7.90
14 14.58 8.25
15 16.88 9.33
