5 154.97 56.93
6 332.87 44.29
7 768.72 257.03
8 1315.73 1108.17
9 3087.01 1802.48
10 5078.83 3568.71
11 17642.77 11456.59
12 120837.88 69945.95
13 165788.50 115119.01
14 404348.81 307103.12
15 477556.12 242460.53
